"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target"
"18","STD_POS_TO_DMZ_2639","Shared","none","universal","pos","10.157.13.0/24","any","any","dmz","10.46.69.0/24","any","web-browsing","application-default","Allow","strict","","any"
"19","STD_POS_TO_VOIP_3449","Shared","none","universal","pos","10.157.61.0/24","any","any","voip","10.63.251.0/24","any","ssl","application-default","Allow","strict","","any"
"20","ALLOW_OUTSIDE_TO_INSIDE_RISKY_54","Shared","remote-access","universal","outside","any","any","any","inside","10.10.214.0/24","any","logmein","application-default","Allow","none","","any"
"21","STD_DMZ_TO_POS_2616","Shared","app-team","universal","dmz","10.46.137.0/24","any","any","pos","10.157.200.0/24","any","ntp","application-default","Allow","strict","","any"
"22","STD_OUTSIDE_TO_POS_463","Shared","none","universal","outside","any","any","any","pos","10.157.55.0/24","any","ldap","application-default","Allow","strict","","any"
"23","STD_MGMT_TO_IOT_3329","Shared","none","universal","mgmt","10.180.75.0/24","any","any","iot","10.158.7.0/24","any","ping","application-default","Allow","strict","","any"
"24","STD_VOIP_TO_MGMT_2600","Shared","standard","universal","voip","10.63.8.0/24","any","any","mgmt","10.180.81.0/24","any","dns","application-default","Allow","strict","","any"
"25","STD_INSIDE_TO_DMZ2_2724","Shared","none","universal","inside","10.10.169.0/24","any","any","dmz2","10.176.12.0/24","any","ssl","application-default","Allow","strict","","any"
"26","STD_DMZ2_TO_MGMT_2815","Shared","app-team","universal","dmz2","10.176.21.0/24","any","any","mgmt","10.180.130.0/24","any","ping","application-default","Allow","none","","any"
"27","STD_OUTSIDE_TO_POS_1164","Shared","none","universal","outside","any","any","any","pos","10.157.115.0/24","any","kerberos","application-default","Allow","strict","","any"
"28","STD_VOIP_TO_INSIDE_1430","Shared","app-team","universal","voip","10.63.6.0/24","any","any","inside","10.10.4.0/24","any","ssl","application-default","Allow","none","","any"
"29","STD_IOT_TO_VOIP_984","Shared","app-team","universal","iot","10.158.50.0/24","any","any","voip","10.63.250.0/24","any","ssl","application-default","Allow","none","","any"
"30","STD_INSIDE_TO_DMZ2_1594","Shared","standard","universal","inside","10.10.230.0/24","any","any","dmz2","10.176.89.0/24","any","snmp-base","application-default","Allow","none","","any"
"31","STD_INSIDE_TO_DMZ2_538","Shared","app-team","universal","inside","10.10.107.0/24","any","any","dmz2","10.176.176.0/24","any","ntp","application-default","Allow","strict","","any"
"32","STD_VOIP_TO_IOT_2045","Shared","app-team","universal","voip","10.63.155.0/24","any","any","iot","10.158.169.0/24","any","ntp","application-default","Allow","none","","any"
"33","STD_IOT_TO_DMZ2_3213","Shared","none","universal","iot","10.158.188.0/24","any","any","dmz2","10.176.43.0/24","any","voip-generic","application-default","Allow","strict","","any"
"34","STD_VOIP_TO_OUTSIDE_3630","Shared","standard","universal","voip","10.63.83.0/24","any","any","outside","102.58.247.19/32","any","ldap","application-default","Allow","strict","","any"
"35","STD_INSIDE_TO_OUTSIDE_115","Shared","none","universal","inside","10.10.122.0/24","any","any","outside","118.164.204.160/32","any","voip-generic","application-default","Allow","strict","","any"
"36","STD_MGMT_TO_VOIP_1446","Shared","app-team","universal","mgmt","10.180.117.0/24","any","any","voip","10.63.196.0/24","any","ssl","application-default","Allow","none","","any"
"37","STD_DMZ2_TO_INSIDE_1745","Shared","standard","universal","dmz2","10.176.202.0/24","any","any","inside","10.10.117.0/24","any","snmp-base","application-default","Allow","strict","","any"
"38","STD_DMZ2_TO_VOIP_2915","Shared","app-team","universal","dmz2","10.176.136.0/24","any","any","voip","10.63.64.0/24","any","kerberos","application-default","Allow","strict","","any"
"39","STD_DMZ_TO_OUTSIDE_3126","Shared","standard","universal","dmz","10.46.188.0/24","any","any","outside","173.186.238.41/32","any","dns","application-default","Allow","none","","any"
"40","STD_VOIP_TO_MGMT_1888","Shared","app-team","universal","voip","10.63.203.0/24","any","any","mgmt","10.180.20.0/24","any","ping","application-default","Allow","strict","","any"
"41","INBOUND_OUTSIDE_TO_DMZ2_22","Shared","partner-facing","universal","outside","any","any","any","dmz2","45.245.185.225/32","any","kerberos","application-default","Allow","none","","any"
"42","STD_DMZ_TO_OUTSIDE_3125","Shared","none","universal","dmz","10.46.214.0/24","any","any","outside","60.227.103.90/32","any","sip","application-default","Allow","strict","","any"
"43","STD_INSIDE_TO_OUTSIDE_2684","Shared","none","universal","inside","10.10.57.0/24","any","any","outside","118.104.27.34/32","any","dns","application-default","Allow","strict","","any"
"44","STD_MGMT_TO_POS_2517","Shared","app-team","universal","mgmt","10.180.167.0/24","any","any","pos","10.157.199.0/24","any","ssl","application-default","Allow","strict","","any"
"45","STD_IOT_TO_POS_3083","Shared","none","universal","iot","10.158.72.0/24","any","any","pos","10.157.143.0/24","any","smtp","application-default","Allow","none","","any"
"46","ALLOW_OUTSIDE_TO_IOT_RISKY_13","Shared","remote-access","universal","outside","any","any","any","iot","10.158.231.0/24","any","ssh","application-default","Allow","none","","any"
"47","STD_MGMT_TO_OUTSIDE_2364","Shared","app-team","universal","mgmt","10.180.136.0/24","any","any","outside","173.75.158.215/32","any","sip","application-default","Allow","strict","","any"
"48","STD_DMZ_TO_POS_2096","Shared","none","universal","dmz","10.46.164.0/24","any","any","pos","10.157.189.0/24","any","web-browsing","application-default","Allow","strict","","any"
"49","STD_DMZ_TO_DMZ2_2806","Shared","none","universal","dmz","10.46.135.0/24","any","any","dmz2","10.176.89.0/24","any","snmp-base","application-default","Allow","strict","","any"
"50","STD_VOIP_TO_OUTSIDE_1076","Shared","app-team","universal","voip","10.63.249.0/24","any","any","outside","118.125.132.152/32","any","kerberos","application-default","Allow","none","","any"
"51","STD_DMZ_TO_OUTSIDE_3310","Shared","standard","universal","dmz","10.46.203.0/24","any","any","outside","45.37.88.47/32","any","ntp","application-default","Allow","none","","any"
"52","STD_INSIDE_TO_MGMT_1940","Shared","none","universal","inside","10.10.160.0/24","any","any","mgmt","10.180.184.0/24","any","voip-generic","application-default","Allow","none","","any"
"53","STD_DMZ2_TO_DMZ_2533","Shared","none","universal","dmz2","10.176.199.0/24","any","any","dmz","10.46.203.0/24","any","mqtt","application-default","Allow","strict","","any"
"54","STD_OUTSIDE_TO_DMZ2_2318","Shared","none","universal","outside","any","any","any","dmz2","10.176.87.0/24","any","snmp-base","application-default","Allow","none","","any"
"55","STD_VOIP_TO_POS_948","Shared","none","universal","voip","10.63.5.0/24","any","any","pos","10.157.49.0/24","any","ssl","application-default","Allow","none","","any"
"56","STD_OUTSIDE_TO_IOT_2599","Shared","app-team","universal","outside","any","any","any","iot","10.158.137.0/24","any","ntp","application-default","Allow","strict","","any"
"57","STD_POS_TO_OUTSIDE_1736","Shared","app-team","universal","pos","10.157.90.0/24","any","any","outside","141.245.82.170/32","any","ssl","application-default","Allow","strict","","any"
"58","STD_DMZ2_TO_DMZ_1222","Shared","app-team","universal","dmz2","10.176.35.0/24","any","any","dmz","10.46.232.0/24","any","web-browsing","application-default","Allow","strict","","any"
"59","STD_MGMT_TO_DMZ2_2950","Shared","none","universal","mgmt","10.180.183.0/24","any","any","dmz2","10.176.65.0/24","any","kerberos","application-default","Allow","strict","","any"
"60","STD_MGMT_TO_VOIP_299","Shared","standard","universal","mgmt","10.180.57.0/24","any","any","voip","10.63.58.0/24","any","snmp-base","application-default","Allow","none","","any"
"61","STD_POS_TO_DMZ_546","Shared","standard","universal","pos","10.157.184.0/24","any","any","dmz","10.46.68.0/24","any","ldap","application-default","Allow","none","","any"
"62","STD_INSIDE_TO_DMZ2_2277","Shared","app-team","universal","inside","10.10.137.0/24","any","any","dmz2","10.176.138.0/24","any","snmp-base","application-default","Allow","none","","any"
"63","STD_IOT_TO_POS_177","Shared","standard","universal","iot","10.158.244.0/24","any","any","pos","10.157.192.0/24","any","ping","application-default","Allow","strict","","any"
"64","STD_INSIDE_TO_IOT_846","Shared","standard","universal","inside","10.10.115.0/24","any","any","iot","10.158.1.0/24","any","smtp","application-default","Allow","none","","any"
"65","STD_INSIDE_TO_MGMT_449","Shared","none","universal","inside","10.10.195.0/24","any","any","mgmt","10.180.152.0/24","any","smtp","application-default","Allow","strict","","any"
"66","INBOUND_OUTSIDE_TO_DMZ2_7","Shared","partner-facing","universal","outside","any","any","any","dmz2","156.32.250.237/32","any","web-browsing","application-default","Allow","none","","any"
"67","STD_DMZ2_TO_MGMT_384","Shared","standard","universal","dmz2","10.176.66.0/24","any","any","mgmt","10.180.174.0/24","any","kerberos","application-default","Allow","strict","","any"
"68","STD_MGMT_TO_INSIDE_2247","Shared","none","universal","mgmt","10.180.210.0/24","any","any","inside","10.10.48.0/24","any","web-browsing","application-default","Allow","none","","any"
"69","STD_OUTSIDE_TO_IOT_1989","Shared","standard","universal","outside","any","any","any","iot","10.158.64.0/24","any","ssl","application-default","Allow","strict","","any"
"70","STD_VOIP_TO_INSIDE_2837","Shared","none","universal","voip","10.63.190.0/24","any","any","inside","10.10.196.0/24","any","ssl","application-default","Allow","strict","","any"
"71","STD_POS_TO_OUTSIDE_2373","Shared","standard","universal","pos","10.157.154.0/24","any","any","outside","198.54.230.122/32","any","ldap","application-default","Allow","strict","","any"
"72","STD_POS_TO_VOIP_808","Shared","none","universal","pos","10.157.230.0/24","any","any","voip","10.63.196.0/24","any","ping","application-default","Allow","strict","","any"
"73","STD_IOT_TO_DMZ_2528","Shared","none","universal","iot","10.158.214.0/24","any","any","dmz","10.46.39.0/24","any","ssl","application-default","Allow","strict","","any"
"74","STD_POS_TO_MGMT_3170","Shared","none","universal","pos","10.157.87.0/24","any","any","mgmt","10.180.181.0/24","any","mqtt","application-default","Allow","strict","","any"
"75","STD_POS_TO_INSIDE_1454","Shared","app-team","universal","pos","10.157.93.0/24","any","any","inside","10.10.240.0/24","any","kerberos","application-default","Allow","strict","","any"
"76","STD_DMZ_TO_IOT_313","Shared","none","universal","dmz","10.46.248.0/24","any","any","iot","10.158.175.0/24","any","ldap","application-default","Allow","strict","","any"
"77","INTERNAL_BROAD_MGMT_TO_VOIP_36","Shared","internal","universal","mgmt","any","any","any","voip","10.63.43.0/24","any","any","any","Allow","none","","any"
"78","STD_INSIDE_TO_OUTSIDE_2359","Shared","standard","universal","inside","10.10.42.0/24","any","any","outside","203.189.3.39/32","any","sip","application-default","Allow","strict","","any"
"79","STD_MGMT_TO_INSIDE_3256","Shared","none","universal","mgmt","10.180.194.0/24","any","any","inside","10.10.205.0/24","any","dns","application-default","Allow","strict","","any"
"80","STD_INSIDE_TO_MGMT_3352","Shared","none","universal","inside","10.10.71.0/24","any","any","mgmt","10.180.169.0/24","any","ssl","application-default","Allow","none","","any"
"81","IOT_TO_INSIDE_18","Shared","iot-segment","universal","iot","any","any","any","inside","10.10.30.0/24","any","any","any","Allow","none","","any"
"82","STD_IOT_TO_INSIDE_2633","Shared","none","universal","iot","10.158.120.0/24","any","any","inside","10.10.178.0/24","any","smtp","application-default","Allow","strict","","any"
"83","STD_POS_TO_MGMT_1931","Shared","app-team","universal","pos","10.157.195.0/24","any","any","mgmt","10.180.166.0/24","any","sip","application-default","Allow","none","","any"
"84","DUPLICATE_NAME_TEST","Shared","none","universal","outside","any","any","any","dmz","203.173.211.69/32","any","ssl","application-default","Allow","strict","","any"
"85","STD_DMZ2_TO_OUTSIDE_1087","Shared","app-team","universal","dmz2","10.176.114.0/24","any","any","outside","141.67.88.201/32","any","ping","application-default","Allow","strict","","any"
"86","STD_INSIDE_TO_IOT_2120","Shared","app-team","universal","inside","10.10.209.0/24","any","any","iot","10.158.81.0/24","any","sip","application-default","Allow","none","","any"
"87","STD_POS_TO_VOIP_1228","Shared","standard","universal","pos","10.157.126.0/24","any","any","voip","10.63.168.0/24","any","mqtt","application-default","Allow","strict","","any"
"88","STD_VOIP_TO_IOT_170","Shared","standard","universal","voip","10.63.172.0/24","any","any","iot","10.158.250.0/24","any","kerberos","application-default","Allow","none","","any"
"89","STD_IOT_TO_OUTSIDE_46","Shared","app-team","universal","iot","10.158.203.0/24","any","any","outside","91.49.248.32/32","any","voip-generic","application-default","Allow","strict","","any"
"90","STD_OUTSIDE_TO_IOT_3273","Shared","standard","universal","outside","any","any","any","iot","10.158.210.0/24","any","mqtt","application-default","Allow","strict","","any"
"91","STD_OUTSIDE_TO_VOIP_1107","Shared","app-team","universal","outside","any","any","any","voip","10.63.173.0/24","any","ntp","application-default","Allow","none","","any"
"92","STD_INSIDE_TO_VOIP_709","Shared","standard","universal","inside","10.10.138.0/24","any","any","voip","10.63.184.0/24","any","ssl","application-default","Allow","strict","","any"
"93","STD_DMZ2_TO_INSIDE_1185","Shared","none","universal","dmz2","10.176.246.0/24","any","any","inside","10.10.169.0/24","any","kerberos","application-default","Allow","strict","","any"
"94","STD_IOT_TO_DMZ_3681","Shared","standard","universal","iot","10.158.139.0/24","any","any","dmz","10.46.70.0/24","any","web-browsing","application-default","Allow","strict","","any"
"95","STD_INSIDE_TO_IOT_83","Shared","app-team","universal","inside","10.10.58.0/24","any","any","iot","10.158.99.0/24","any","ping","application-default","Allow","strict","","any"
"96","STD_DMZ_TO_OUTSIDE_1340","Shared","none","universal","dmz","10.46.228.0/24","any","any","outside","203.81.32.11/32","any","dns","application-default","Allow","none","","any"
"97","STD_DMZ_TO_INSIDE_3355","Shared","none","universal","dmz","10.46.28.0/24","any","any","inside","10.10.135.0/24","any","smtp","application-default","Allow","strict","","any"
"98","STD_DMZ2_TO_VOIP_350","Shared","app-team","universal","dmz2","10.176.188.0/24","any","any","voip","10.63.252.0/24","any","ntp","application-default","Allow","none","","any"
"99","STD_VOIP_TO_DMZ2_733","Shared","none","universal","voip","10.63.85.0/24","any","any","dmz2","10.176.216.0/24","any","snmp-base","application-default","Allow","none","","any"
"100","ALLOW_OUTSIDE_TO_VOIP_RISKY_38","Shared","remote-access","universal","outside","any","any","any","voip","10.63.248.0/24","any","postgres","application-default","Allow","none","","any"
"101","STD_DMZ_TO_DMZ2_3622","Shared","app-team","universal","dmz","10.46.5.0/24","any","any","dmz2","10.176.168.0/24","any","mqtt","application-default","Allow","none","","any"
"102","CORP_TO_MGMT_6","Shared","admin-access","universal","inside","any","any","any","mgmt","10.180.240.0/24","any","any","application-default","Allow","none","","any"
"103","STD_INSIDE_TO_DMZ2_1485","Shared","standard","universal","inside","10.10.238.0/24","any","any","dmz2","10.176.239.0/24","any","ldap","application-default","Allow","none","","any"
"104","STD_IOT_TO_DMZ2_1595","Shared","none","universal","iot","10.158.213.0/24","any","any","dmz2","10.176.141.0/24","any","snmp-base","application-default","Allow","strict","","any"
"105","STD_IOT_TO_MGMT_2565","Shared","app-team","universal","iot","10.158.13.0/24","any","any","mgmt","10.180.24.0/24","any","ssl","application-default","Allow","strict","","any"
"106","STD_DMZ_TO_INSIDE_380","Shared","standard","universal","dmz","10.46.121.0/24","any","any","inside","10.10.162.0/24","any","kerberos","application-default","Allow","none","","any"
"107","STD_MGMT_TO_POS_2272","Shared","standard","universal","mgmt","10.180.38.0/24","any","any","pos","10.157.221.0/24","any","mqtt","application-default","Allow","strict","","any"
"108","STD_POS_TO_MGMT_2077","Shared","none","universal","pos","10.157.116.0/24","any","any","mgmt","10.180.190.0/24","any","smtp","application-default","Allow","strict","","any"
"109","STD_IOT_TO_INSIDE_1695","Shared","none","universal","iot","10.158.193.0/24","any","any","inside","10.10.16.0/24","any","ldap","application-default","Allow","none","","any"
"110","STD_INSIDE_TO_OUTSIDE_2541","Shared","app-team","universal","inside","10.10.52.0/24","any","any","outside","185.95.116.177/32","any","kerberos","application-default","Allow","strict","","any"
"111","STD_DMZ2_TO_POS_511","Shared","standard","universal","dmz2","10.176.199.0/24","any","any","pos","10.157.121.0/24","any","sip","application-default","Allow","none","","any"
"112","STD_MGMT_TO_POS_2163","Shared","standard","universal","mgmt","10.180.110.0/24","any","any","pos","10.157.213.0/24","any","voip-generic","application-default","Allow","strict","","any"
"113","LEGACY_PORT_RULE_23","Shared","legacy-port","universal","outside","any","any","any","mgmt","10.180.55.0/24","any","any","tcp-27017","Allow","none","","any"
"114","STD_DMZ2_TO_VOIP_2216","Shared","app-team","universal","dmz2","10.176.139.0/24","any","any","voip","10.63.138.0/24","any","web-browsing","application-default","Allow","none","","any"
"115","STD_INSIDE_TO_OUTSIDE_2906","Shared","standard","universal","inside","10.10.4.0/24","any","any","outside","118.74.246.174/32","any","mqtt","application-default","Allow","strict","","any"
"116","STD_POS_TO_OUTSIDE_2664","Shared","none","universal","pos","10.157.250.0/24","any","any","outside","198.166.119.189/32","any","kerberos","application-default","Allow","strict","","any"
"117","LEGACY_PORT_RULE_17","Shared","legacy-port","universal","outside","any","any","any","dmz2","10.176.20.0/24","any","any","tcp-6379","Allow","none","","any"
"118","ALLOW_OUTSIDE_TO_DMZ_RISKY_17","Shared","remote-access","universal","outside","any","any","any","dmz","10.46.3.0/24","any","ssh","application-default","Allow","none","","any"
"119","STD_MGMT_TO_OUTSIDE_2658","Shared","standard","universal","mgmt","10.180.240.0/24","any","any","outside","77.17.118.176/32","any","ntp","application-default","Allow","strict","","any"
"120","STD_OUTSIDE_TO_DMZ2_3697","Shared","app-team","universal","outside","any","any","any","dmz2","10.176.235.0/24","any","ssl","application-default","Allow","none","","any"
"121","STD_DMZ_TO_INSIDE_3292","Shared","none","universal","dmz","10.46.191.0/24","any","any","inside","10.10.40.0/24","any","voip-generic","application-default","Allow","strict","","any"
"122","CORP_TO_MGMT_3","Shared","admin-access","universal","inside","any","any","any","mgmt","10.180.223.0/24","any","any","application-default","Allow","none","","any"
"123","STD_OUTSIDE_TO_MGMT_2554","Shared","standard","universal","outside","any","any","any","mgmt","10.180.145.0/24","any","web-browsing","application-default","Allow","strict","","any"
"124","STD_DMZ2_TO_POS_514","Shared","standard","universal","dmz2","10.176.188.0/24","any","any","pos","10.157.100.0/24","any","kerberos","application-default","Allow","strict","","any"
"125","STD_OUTSIDE_TO_DMZ2_1551","Shared","none","universal","outside","any","any","any","dmz2","10.176.9.0/24","any","ldap","application-default","Allow","none","","any"
"126","STD_OUTSIDE_TO_MGMT_978","Shared","standard","universal","outside","any","any","any","mgmt","10.180.174.0/24","any","smtp","application-default","Allow","strict","","any"
"127","STD_POS_TO_IOT_1032","Shared","none","universal","pos","10.157.131.0/24","any","any","iot","10.158.37.0/24","any","ssl","application-default","Allow","none","","any"
"128","STD_POS_TO_INSIDE_3284","Shared","standard","universal","pos","10.157.178.0/24","any","any","inside","10.10.135.0/24","any","dns","application-default","Allow","strict","","any"
"129","STD_DMZ_TO_VOIP_2200","Shared","app-team","universal","dmz","10.46.108.0/24","any","any","voip","10.63.77.0/24","any","sip","application-default","Allow","strict","","any"
"130","STD_MGMT_TO_IOT_3057","Shared","none","universal","mgmt","10.180.4.0/24","any","any","iot","10.158.91.0/24","any","ping","application-default","Allow","strict","","any"
"131","STD_POS_TO_OUTSIDE_117","Shared","none","universal","pos","10.157.180.0/24","any","any","outside","88.147.107.48/32","any","ldap","application-default","Allow","none","","any"
"132","STD_MGMT_TO_IOT_494","Shared","app-team","universal","mgmt","10.180.186.0/24","any","any","iot","10.158.231.0/24","any","ssl","application-default","Allow","strict","","any"
"133","POS_TO_INSIDE_13","Shared","pos-segment","universal","pos","10.157.64.0/24","any","any","inside","10.10.140.0/24","any","ms-rdp","application-default","Allow","none","","any"
"134","STD_OUTSIDE_TO_DMZ_1466","Shared","app-team","universal","outside","any","any","any","dmz","10.46.137.0/24","any","ssl","application-default","Allow","none","","any"
"135","STD_IOT_TO_DMZ_1704","Shared","app-team","universal","iot","10.158.60.0/24","any","any","dmz","10.46.41.0/24","any","smtp","application-default","Allow","strict","","any"
"136","STD_INSIDE_TO_VOIP_2799","Shared","app-team","universal","inside","10.10.202.0/24","any","any","voip","10.63.246.0/24","any","kerberos","application-default","Allow","strict","","any"
"137","STD_VOIP_TO_INSIDE_2227","Shared","standard","universal","voip","10.63.170.0/24","any","any","inside","10.10.183.0/24","any","ldap","application-default","Allow","strict","","any"
"138","STD_IOT_TO_DMZ_626","Shared","standard","universal","iot","10.158.149.0/24","any","any","dmz","10.46.136.0/24","any","mqtt","application-default","Allow","none","","any"
"139","STD_MGMT_TO_IOT_1608","Shared","standard","universal","mgmt","10.180.160.0/24","any","any","iot","10.158.183.0/24","any","voip-generic","application-default","Allow","strict","","any"
"140","STD_VOIP_TO_IOT_1598","Shared","none","universal","voip","10.63.83.0/24","any","any","iot","10.158.155.0/24","any","voip-generic","application-default","Allow","strict","","any"
"141","STD_MGMT_TO_OUTSIDE_1275","Shared","none","universal","mgmt","10.180.170.0/24","any","any","outside","77.184.121.51/32","any","dns","application-default","Allow","strict","","any"
"142","STD_DMZ_TO_POS_32","Shared","none","universal","dmz","10.46.49.0/24","any","any","pos","10.157.20.0/24","any","snmp-base","application-default","Allow","strict","","any"
"143","STD_OUTSIDE_TO_VOIP_1173","Shared","app-team","universal","outside","any","any","any","voip","10.63.196.0/24","any","voip-generic","application-default","Allow","strict","","any"
"144","STD_IOT_TO_POS_2588","Shared","none","universal","iot","10.158.251.0/24","any","any","pos","10.157.224.0/24","any","ntp","application-default","Allow","strict","","any"
"145","STD_OUTSIDE_TO_INSIDE_2180","Shared","standard","universal","outside","any","any","any","inside","10.10.215.0/24","any","ssl","application-default","Allow","strict","","any"
"146","LEGACY_PORT_RULE_47","Shared","legacy-port","universal","outside","any","any","any","pos","10.157.158.0/24","any","any","tcp-445","Allow","none","","any"
"147","STD_IOT_TO_MGMT_1635","Shared","app-team","universal","iot","10.158.118.0/24","any","any","mgmt","10.180.121.0/24","any","ssl","application-default","Allow","strict","","any"
"148","STD_INSIDE_TO_VOIP_3567","Shared","app-team","universal","inside","10.10.83.0/24","any","any","voip","10.63.7.0/24","any","voip-generic","application-default","Allow","strict","","any"
"149","STD_IOT_TO_OUTSIDE_2449","Shared","none","universal","iot","10.158.194.0/24","any","any","outside","141.160.51.228/32","any","ntp","application-default","Allow","strict","","any"
"150","STD_DMZ2_TO_VOIP_1755","Shared","app-team","universal","dmz2","10.176.142.0/24","any","any","voip","10.63.247.0/24","any","snmp-base","application-default","Allow","none","","any"
"151","STD_VOIP_TO_IOT_2602","Shared","standard","universal","voip","10.63.149.0/24","any","any","iot","10.158.66.0/24","any","snmp-base","application-default","Allow","none","","any"
"152","STD_IOT_TO_VOIP_800","Shared","standard","universal","iot","10.158.27.0/24","any","any","voip","10.63.0.0/24","any","kerberos","application-default","Allow","none","","any"
"153","STD_DMZ_TO_POS_1248","Shared","none","universal","dmz","10.46.85.0/24","any","any","pos","10.157.22.0/24","any","smtp","application-default","Allow","none","","any"
"154","STD_DMZ_TO_POS_2113","Shared","standard","universal","dmz","10.46.205.0/24","any","any","pos","10.157.101.0/24","any","dns","application-default","Allow","strict","","any"
"155","STD_MGMT_TO_OUTSIDE_1690","Shared","standard","universal","mgmt","10.180.39.0/24","any","any","outside","88.53.84.147/32","any","ping","application-default","Allow","none","","any"
"156","STD_VOIP_TO_MGMT_3159","Shared","none","universal","voip","10.63.55.0/24","any","any","mgmt","10.180.0.0/24","any","ssl","application-default","Allow","strict","","any"
"157","STD_MGMT_TO_OUTSIDE_1916","Shared","none","universal","mgmt","10.180.128.0/24","any","any","outside","203.105.154.70/32","any","voip-generic","application-default","Allow","none","","any"
"158","STD_VOIP_TO_DMZ_18","Shared","app-team","universal","voip","10.63.203.0/24","any","any","dmz","10.46.41.0/24","any","ping","application-default","Allow","none","","any"
"159","ALLOW_OUTSIDE_TO_POS_RISKY_21","Shared","remote-access","universal","outside","any","any","any","pos","10.157.248.0/24","any","ftp","application-default","Allow","none","","any"
"160","STD_OUTSIDE_TO_IOT_2566","Shared","app-team","universal","outside","any","any","any","iot","10.158.142.0/24","any","ssl","application-default","Allow","strict","","any"
"161","STD_IOT_TO_DMZ_1540","Shared","app-team","universal","iot","10.158.32.0/24","any","any","dmz","10.46.230.0/24","any","dns","application-default","Allow","strict","","any"
"162","STD_IOT_TO_OUTSIDE_2242","Shared","none","universal","iot","10.158.130.0/24","any","any","outside","198.122.221.205/32","any","smtp","application-default","Allow","none","","any"
"163","STD_VOIP_TO_DMZ2_1099","Shared","standard","universal","voip","10.63.205.0/24","any","any","dmz2","10.176.155.0/24","any","kerberos","application-default","Allow","none","","any"
"164","STD_VOIP_TO_MGMT_1588","Shared","standard","universal","voip","10.63.171.0/24","any","any","mgmt","10.180.231.0/24","any","voip-generic","application-default","Allow","none","","any"
"165","LEGACY_PORT_RULE_34","Shared","legacy-port","universal","outside","any","any","any","dmz2","10.176.22.0/24","any","any","tcp-27017","Allow","none","","any"
"166","STD_DMZ2_TO_IOT_2944","Shared","none","universal","dmz2","10.176.150.0/24","any","any","iot","10.158.65.0/24","any","ldap","application-default","Allow","strict","","any"
