"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target"
"23","STD_INSIDE_TO_POS_3074","Shared","standard","universal","inside","10.46.100.0/24","any","any","pos","10.22.225.0/24","any","ntp","application-default","Allow","strict","","any"
"24","STD_POS_TO_IOT_2996","Shared","app-team","universal","pos","10.22.172.0/24","any","any","iot","10.127.24.0/24","any","smtp","application-default","Allow","none","","any"
"25","STD_IOT_TO_MGMT_15967","Shared","none","universal","iot","10.127.132.0/24","any","any","mgmt","10.136.48.0/24","any","web-browsing","application-default","Allow","none","","any"
"26","STD_DMZ_TO_OUTSIDE_18090","Shared","app-team","universal","dmz","10.28.81.0/24","any","any","outside","198.254.93.148/32","any","ldap","application-default","Allow","strict","","any"
"27","STD_DMZ2_TO_IOT_10710","Shared","standard","universal","dmz2","10.103.29.0/24","any","any","iot","10.127.75.0/24","any","ssl","application-default","Allow","strict","","any"
"28","STD_MGMT_TO_INSIDE_17297","Shared","app-team","universal","mgmt","10.136.235.0/24","any","any","inside","10.46.102.0/24","any","web-browsing","application-default","Allow","strict","","any"
"29","STD_POS_TO_OUTSIDE_177","Shared","standard","universal","pos","10.22.51.0/24","any","any","outside","88.75.187.33/32","any","mqtt","application-default","Allow","strict","","any"
"30","STD_INSIDE_TO_DMZ_7185","Shared","none","universal","inside","10.46.35.0/24","any","any","dmz","10.28.71.0/24","any","sip","application-default","Allow","strict","","any"
"31","STD_INSIDE_TO_MGMT_15081","Shared","none","universal","inside","10.46.14.0/24","any","any","mgmt","10.136.154.0/24","any","web-browsing","application-default","Allow","strict","","any"
"32","STD_VOIP_TO_POS_3846","Shared","app-team","universal","voip","10.155.210.0/24","any","any","pos","10.22.239.0/24","any","ldap","application-default","Allow","strict","","any"
"33","STD_MGMT_TO_DMZ2_3517","Shared","app-team","universal","mgmt","10.136.125.0/24","any","any","dmz2","10.103.114.0/24","any","mqtt","application-default","Allow","strict","","any"
"34","STD_OUTSIDE_TO_DMZ2_4740","Shared","standard","universal","outside","any","any","any","dmz2","10.103.52.0/24","any","ntp","application-default","Allow","none","","any"
"35","STD_VOIP_TO_IOT_6335","Shared","standard","universal","voip","10.155.182.0/24","any","any","iot","10.127.64.0/24","any","snmp-base","application-default","Allow","strict","","any"
"36","STD_DMZ2_TO_IOT_10783","Shared","app-team","universal","dmz2","10.103.209.0/24","any","any","iot","10.127.196.0/24","any","ntp","application-default","Allow","strict","","any"
"37","STD_DMZ2_TO_IOT_13376","Shared","app-team","universal","dmz2","10.103.193.0/24","any","any","iot","10.127.176.0/24","any","mqtt","application-default","Allow","strict","","any"
"38","STD_VOIP_TO_OUTSIDE_15607","Shared","standard","universal","voip","10.155.159.0/24","any","any","outside","45.92.114.158/32","any","web-browsing","application-default","Allow","strict","","any"
"39","STD_IOT_TO_OUTSIDE_3488","Shared","none","universal","iot","10.127.93.0/24","any","any","outside","118.94.247.62/32","any","smtp","application-default","Allow","strict","","any"
"40","STD_VOIP_TO_DMZ2_9934","Shared","app-team","universal","voip","10.155.134.0/24","any","any","dmz2","10.103.114.0/24","any","dns","application-default","Allow","strict","","any"
"41","STD_INSIDE_TO_VOIP_6328","Shared","app-team","universal","inside","10.46.31.0/24","any","any","voip","10.155.226.0/24","any","sip","application-default","Allow","strict","","any"
"42","STD_IOT_TO_INSIDE_3442","Shared","app-team","universal","iot","10.127.237.0/24","any","any","inside","10.46.137.0/24","any","ntp","application-default","Allow","strict","","any"
"43","STD_POS_TO_VOIP_10970","Shared","none","universal","pos","10.22.55.0/24","any","any","voip","10.155.54.0/24","any","dns","application-default","Allow","strict","","any"
"44","STD_INSIDE_TO_IOT_13271","Shared","app-team","universal","inside","10.46.37.0/24","any","any","iot","10.127.51.0/24","any","mqtt","application-default","Allow","strict","","any"
"45","STD_DMZ2_TO_OUTSIDE_1051","Shared","standard","universal","dmz2","10.103.247.0/24","any","any","outside","198.235.177.229/32","any","mqtt","application-default","Allow","strict","","any"
"46","STD_OUTSIDE_TO_MGMT_11408","Shared","app-team","universal","outside","any","any","any","mgmt","10.136.34.0/24","any","kerberos","application-default","Allow","strict","","any"
"47","STD_OUTSIDE_TO_IOT_17319","Shared","standard","universal","outside","any","any","any","iot","10.127.51.0/24","any","ping","application-default","Allow","none","","any"
"48","STD_INSIDE_TO_MGMT_10219","Shared","app-team","universal","inside","10.46.209.0/24","any","any","mgmt","10.136.108.0/24","any","dns","application-default","Allow","strict","","any"
"49","STD_INSIDE_TO_DMZ2_4329","Shared","standard","universal","inside","10.46.14.0/24","any","any","dmz2","10.103.149.0/24","any","ssl","application-default","Allow","strict","","any"
"50","STD_DMZ2_TO_POS_10940","Shared","app-team","universal","dmz2","10.103.67.0/24","any","any","pos","10.22.202.0/24","any","ldap","application-default","Allow","strict","","any"
"51","STD_DMZ_TO_INSIDE_12755","Shared","app-team","universal","dmz","10.28.213.0/24","any","any","inside","10.46.242.0/24","any","dns","application-default","Allow","none","","any"
"52","STD_MGMT_TO_OUTSIDE_9653","Shared","standard","universal","mgmt","10.136.48.0/24","any","any","outside","173.110.6.2/32","any","mqtt","application-default","Allow","strict","","any"
"53","STD_OUTSIDE_TO_IOT_11642","Shared","none","universal","outside","any","any","any","iot","10.127.10.0/24","any","dns","application-default","Allow","strict","","any"
"54","STD_IOT_TO_OUTSIDE_13828","Shared","none","universal","iot","10.127.195.0/24","any","any","outside","198.19.201.84/32","any","ntp","application-default","Allow","strict","","any"
"55","STD_DMZ_TO_DMZ2_9765","Shared","none","universal","dmz","10.28.80.0/24","any","any","dmz2","10.103.172.0/24","any","dns","application-default","Allow","none","","any"
"56","STD_INSIDE_TO_POS_11362","Shared","none","universal","inside","10.46.167.0/24","any","any","pos","10.22.204.0/24","any","voip-generic","application-default","Allow","none","","any"
"57","STD_MGMT_TO_DMZ_2477","Shared","none","universal","mgmt","10.136.5.0/24","any","any","dmz","10.28.143.0/24","any","ssl","application-default","Allow","none","","any"
"58","STD_MGMT_TO_OUTSIDE_3079","Shared","app-team","universal","mgmt","10.136.133.0/24","any","any","outside","141.179.183.116/32","any","mqtt","application-default","Allow","strict","","any"
"59","STD_VOIP_TO_DMZ_8409","Shared","standard","universal","voip","10.155.103.0/24","any","any","dmz","10.28.226.0/24","any","ssl","application-default","Allow","strict","","any"
"60","STD_INSIDE_TO_DMZ2_7426","Shared","app-team","universal","inside","10.46.161.0/24","any","any","dmz2","10.103.187.0/24","any","smtp","application-default","Allow","strict","","any"
"61","ALLOW_OUTSIDE_TO_IOT_RISKY_37","Shared","remote-access","universal","outside","any","any","any","iot","10.127.113.0/24","any","ms-ds-smb","application-default","Allow","none","","any"
"62","STD_IOT_TO_MGMT_12620","Shared","app-team","universal","iot","10.127.161.0/24","any","any","mgmt","10.136.214.0/24","any","smtp","application-default","Allow","none","","any"
"63","STD_IOT_TO_MGMT_13488","Shared","none","universal","iot","10.127.67.0/24","any","any","mgmt","10.136.108.0/24","any","snmp-base","application-default","Allow","strict","","any"
"64","STD_POS_TO_DMZ_17893","Shared","none","universal","pos","10.22.211.0/24","any","any","dmz","10.28.161.0/24","any","ping","application-default","Allow","none","","any"
"65","STD_INSIDE_TO_IOT_17908","Shared","standard","universal","inside","10.46.182.0/24","any","any","iot","10.127.238.0/24","any","dns","application-default","Allow","none","","any"
"66","STD_IOT_TO_OUTSIDE_4054","Shared","app-team","universal","iot","10.127.172.0/24","any","any","outside","77.108.132.176/32","any","voip-generic","application-default","Allow","strict","","any"
"67","STD_DMZ2_TO_OUTSIDE_9736","Shared","none","universal","dmz2","10.103.128.0/24","any","any","outside","203.59.104.65/32","any","sip","application-default","Allow","none","","any"
"68","STD_INSIDE_TO_DMZ2_12187","Shared","none","universal","inside","10.46.1.0/24","any","any","dmz2","10.103.199.0/24","any","ldap","application-default","Allow","none","","any"
"69","STD_POS_TO_DMZ_9356","Shared","standard","universal","pos","10.22.205.0/24","any","any","dmz","10.28.24.0/24","any","smtp","application-default","Allow","strict","","any"
"70","STD_DMZ_TO_POS_8177","Shared","standard","universal","dmz","10.28.235.0/24","any","any","pos","10.22.250.0/24","any","ntp","application-default","Allow","strict","","any"
"71","STD_MGMT_TO_POS_7166","Shared","app-team","universal","mgmt","10.136.184.0/24","any","any","pos","10.22.46.0/24","any","sip","application-default","Allow","strict","","any"
"72","STD_IOT_TO_POS_9661","Shared","standard","universal","iot","10.127.20.0/24","any","any","pos","10.22.59.0/24","any","sip","application-default","Allow","strict","","any"
"73","STD_OUTSIDE_TO_IOT_14471","Shared","app-team","universal","outside","any","any","any","iot","10.127.234.0/24","any","sip","application-default","Allow","none","","any"
"74","STD_DMZ2_TO_VOIP_11084","Shared","app-team","universal","dmz2","10.103.123.0/24","any","any","voip","10.155.179.0/24","any","smtp","application-default","Allow","strict","","any"
"75","STD_DMZ_TO_OUTSIDE_10475","Shared","app-team","universal","dmz","10.28.74.0/24","any","any","outside","77.30.65.108/32","any","snmp-base","application-default","Allow","none","","any"
"76","STD_OUTSIDE_TO_IOT_10129","Shared","standard","universal","outside","any","any","any","iot","10.127.104.0/24","any","web-browsing","application-default","Allow","none","","any"
"77","STD_IOT_TO_POS_13733","Shared","none","universal","iot","10.127.5.0/24","any","any","pos","10.22.95.0/24","any","smtp","application-default","Allow","strict","","any"
"78","STD_DMZ_TO_MGMT_16143","Shared","none","universal","dmz","10.28.120.0/24","any","any","mgmt","10.136.232.0/24","any","kerberos","application-default","Allow","strict","","any"
"79","STD_DMZ2_TO_VOIP_3064","Shared","standard","universal","dmz2","10.103.148.0/24","any","any","voip","10.155.10.0/24","any","smtp","application-default","Allow","none","","any"
"80","STD_OUTSIDE_TO_IOT_4037","Shared","none","universal","outside","any","any","any","iot","10.127.15.0/24","any","ntp","application-default","Allow","none","","any"
"81","STD_IOT_TO_INSIDE_10965","Shared","app-team","universal","iot","10.127.35.0/24","any","any","inside","10.46.75.0/24","any","ntp","application-default","Allow","none","","any"
"82","STD_INSIDE_TO_MGMT_15705","Shared","app-team","universal","inside","10.46.100.0/24","any","any","mgmt","10.136.121.0/24","any","mqtt","application-default","Allow","strict","","any"
"83","STD_OUTSIDE_TO_DMZ_15503","Shared","none","universal","outside","any","any","any","dmz","10.28.37.0/24","any","voip-generic","application-default","Allow","strict","","any"
"84","INBOUND_OUTSIDE_TO_DMZ_86","Shared","web-tier","universal","outside","any","any","any","dmz","203.99.32.189/32","any","ms-rdp","application-default","Allow","none","","any"
"85","STD_POS_TO_VOIP_3839","Shared","none","universal","pos","10.22.116.0/24","any","any","voip","10.155.159.0/24","any","smtp","application-default","Allow","strict","","any"
"86","DNS_OUTBOUND_25","Shared","none","universal","inside","10.46.3.0/24","any","any","outside","8.8.8.8/32","any","any","application-default","Allow","none","","any"
"87","STD_VOIP_TO_OUTSIDE_14382","Shared","standard","universal","voip","10.155.10.0/24","any","any","outside","91.214.56.218/32","any","voip-generic","application-default","Allow","strict","","any"
"88","STD_DMZ_TO_VOIP_15740","Shared","none","universal","dmz","10.28.80.0/24","any","any","voip","10.155.229.0/24","any","smtp","application-default","Allow","strict","","any"
"89","STD_MGMT_TO_DMZ2_9079","Shared","standard","universal","mgmt","10.136.29.0/24","any","any","dmz2","10.103.116.0/24","any","ping","application-default","Allow","strict","","any"
"90","STD_DMZ2_TO_INSIDE_3485","Shared","standard","universal","dmz2","10.103.99.0/24","any","any","inside","10.46.231.0/24","any","web-browsing","application-default","Allow","none","","any"
"91","STD_DMZ_TO_IOT_9520","Shared","standard","universal","dmz","10.28.49.0/24","any","any","iot","10.127.109.0/24","any","ssl","application-default","Allow","strict","","any"
"92","STD_MGMT_TO_INSIDE_8196","Shared","standard","universal","mgmt","10.136.237.0/24","any","any","inside","10.46.66.0/24","any","sip","application-default","Allow","none","","any"
"93","STD_POS_TO_MGMT_9247","Shared","app-team","universal","pos","10.22.20.0/24","any","any","mgmt","10.136.157.0/24","any","sip","application-default","Allow","strict","","any"
"94","STD_VOIP_TO_DMZ2_6626","Shared","standard","universal","voip","10.155.58.0/24","any","any","dmz2","10.103.212.0/24","any","snmp-base","application-default","Allow","strict","","any"
"95","STD_DMZ_TO_MGMT_16252","Shared","app-team","universal","dmz","10.28.118.0/24","any","any","mgmt","10.136.149.0/24","any","ssl","application-default","Allow","strict","","any"
"96","STD_INSIDE_TO_VOIP_2692","Shared","none","universal","inside","10.46.91.0/24","any","any","voip","10.155.199.0/24","any","ssl","application-default","Allow","strict","","any"
"97","ALLOW_OUTSIDE_TO_VOIP_RISKY_211","Shared","remote-access","universal","outside","any","any","any","voip","10.155.130.0/24","any","splashtop","application-default","Allow","none","","any"
"98","STD_IOT_TO_OUTSIDE_16379","Shared","none","universal","iot","10.127.235.0/24","any","any","outside","141.126.174.209/32","any","dns","application-default","Allow","strict","","any"
"99","STD_OUTSIDE_TO_MGMT_1687","Shared","standard","universal","outside","any","any","any","mgmt","10.136.235.0/24","any","ping","application-default","Allow","none","","any"
"100","STD_IOT_TO_VOIP_2419","Shared","standard","universal","iot","10.127.9.0/24","any","any","voip","10.155.185.0/24","any","smtp","application-default","Allow","strict","","any"
"101","STD_MGMT_TO_POS_11761","Shared","none","universal","mgmt","10.136.63.0/24","any","any","pos","10.22.21.0/24","any","mqtt","application-default","Allow","strict","","any"
"102","STD_DMZ_TO_IOT_3952","Shared","app-team","universal","dmz","10.28.199.0/24","any","any","iot","10.127.94.0/24","any","snmp-base","application-default","Allow","strict","","any"
"103","STD_POS_TO_IOT_4135","Shared","none","universal","pos","10.22.52.0/24","any","any","iot","10.127.154.0/24","any","dns","application-default","Allow","strict","","any"
"104","STD_DMZ2_TO_IOT_666","Shared","none","universal","dmz2","10.103.90.0/24","any","any","iot","10.127.155.0/24","any","kerberos","application-default","Allow","strict","","any"
"105","STD_MGMT_TO_IOT_11202","Shared","app-team","universal","mgmt","10.136.25.0/24","any","any","iot","10.127.216.0/24","any","web-browsing","application-default","Allow","strict","","any"
"106","STD_MGMT_TO_DMZ2_17659","Shared","standard","universal","mgmt","10.136.24.0/24","any","any","dmz2","10.103.43.0/24","any","sip","application-default","Allow","none","","any"
"107","STD_POS_TO_DMZ_12783","Shared","standard","universal","pos","10.22.240.0/24","any","any","dmz","10.28.46.0/24","any","voip-generic","application-default","Allow","strict","","any"
"108","STD_OUTSIDE_TO_DMZ_12251","Shared","app-team","universal","outside","any","any","any","dmz","10.28.48.0/24","any","ping","application-default","Allow","strict","","any"
"109","STD_DMZ_TO_DMZ2_1301","Shared","app-team","universal","dmz","10.28.206.0/24","any","any","dmz2","10.103.21.0/24","any","ping","application-default","Allow","strict","","any"
"110","STD_POS_TO_DMZ2_14954","Shared","standard","universal","pos","10.22.200.0/24","any","any","dmz2","10.103.204.0/24","any","web-browsing","application-default","Allow","strict","","any"
"111","STD_DMZ2_TO_POS_4674","Shared","none","universal","dmz2","10.103.73.0/24","any","any","pos","10.22.116.0/24","any","snmp-base","application-default","Allow","none","","any"
"112","STD_POS_TO_DMZ2_5882","Shared","standard","universal","pos","10.22.227.0/24","any","any","dmz2","10.103.65.0/24","any","ssl","application-default","Allow","none","","any"
"113","LEGACY_PORT_RULE_181","Shared","legacy-port","universal","outside","any","any","any","iot","10.127.95.0/24","any","any","tcp-443","Allow","none","","any"
"114","STD_INSIDE_TO_POS_4186","Shared","app-team","universal","inside","10.46.5.0/24","any","any","pos","10.22.36.0/24","any","sip","application-default","Allow","strict","","any"
"115","STD_INSIDE_TO_VOIP_8719","Shared","app-team","universal","inside","10.46.197.0/24","any","any","voip","10.155.22.0/24","any","ssl","application-default","Allow","strict","","any"
"116","STD_IOT_TO_OUTSIDE_9964","Shared","standard","universal","iot","10.127.190.0/24","any","any","outside","141.182.7.59/32","any","web-browsing","application-default","Allow","none","","any"
"117","STD_OUTSIDE_TO_DMZ2_17594","Shared","none","universal","outside","any","any","any","dmz2","10.103.144.0/24","any","ping","application-default","Allow","none","","any"
"118","STD_DMZ2_TO_MGMT_663","Shared","app-team","universal","dmz2","10.103.252.0/24","any","any","mgmt","10.136.214.0/24","any","sip","application-default","Allow","strict","","any"
"119","STD_IOT_TO_INSIDE_2871","Shared","standard","universal","iot","10.127.0.0/24","any","any","inside","10.46.239.0/24","any","ping","application-default","Allow","none","","any"
"120","STD_VOIP_TO_DMZ2_14089","Shared","none","universal","voip","10.155.195.0/24","any","any","dmz2","10.103.137.0/24","any","sip","application-default","Allow","none","","any"
"121","STD_INSIDE_TO_MGMT_14304","Shared","none","universal","inside","10.46.231.0/24","any","any","mgmt","10.136.138.0/24","any","sip","application-default","Allow","strict","","any"
"122","STD_IOT_TO_VOIP_8782","Shared","app-team","universal","iot","10.127.234.0/24","any","any","voip","10.155.188.0/24","any","kerberos","application-default","Allow","none","","any"
"123","STD_DMZ_TO_MGMT_1723","Shared","app-team","universal","dmz","10.28.159.0/24","any","any","mgmt","10.136.112.0/24","any","mqtt","application-default","Allow","strict","","any"
"124","STD_OUTSIDE_TO_INSIDE_15538","Shared","none","universal","outside","any","any","any","inside","10.46.31.0/24","any","ntp","application-default","Allow","strict","","any"
"125","STD_POS_TO_DMZ2_18275","Shared","standard","universal","pos","10.22.25.0/24","any","any","dmz2","10.103.155.0/24","any","ssl","application-default","Allow","none","","any"
"126","STD_OUTSIDE_TO_IOT_16431","Shared","standard","universal","outside","any","any","any","iot","10.127.26.0/24","any","web-browsing","application-default","Allow","strict","","any"
"127","STD_INSIDE_TO_IOT_16894","Shared","none","universal","inside","10.46.70.0/24","any","any","iot","10.127.165.0/24","any","web-browsing","application-default","Allow","strict","","any"
"128","STD_INSIDE_TO_MGMT_15639","Shared","app-team","universal","inside","10.46.247.0/24","any","any","mgmt","10.136.125.0/24","any","ldap","application-default","Allow","strict","","any"
"129","STD_OUTSIDE_TO_DMZ_15937","Shared","app-team","universal","outside","any","any","any","dmz","10.28.83.0/24","any","ssl","application-default","Allow","none","","any"
"130","STD_VOIP_TO_MGMT_7475","Shared","standard","universal","voip","10.155.41.0/24","any","any","mgmt","10.136.189.0/24","any","ssl","application-default","Allow","strict","","any"
"131","NEGATED_RFC1918_23","Shared","none","universal","dmz","[Negate]  10.0.0.0-10.255.255.255;[Negate]  172.16.0.0-172.31.255.255;[Negate]  192.168.0.0-192.168.255.255","any","any","outside","any","any","web-browsing","application-default","Allow","strict","","any"
"132","STD_VOIP_TO_OUTSIDE_13012","Shared","app-team","universal","voip","10.155.58.0/24","any","any","outside","185.5.132.73/32","any","dns","application-default","Allow","strict","","any"
"133","STD_VOIP_TO_DMZ_2427","Shared","none","universal","voip","10.155.177.0/24","any","any","dmz","10.28.221.0/24","any","ldap","application-default","Allow","none","","any"
"134","STD_DMZ_TO_DMZ2_10416","Shared","app-team","universal","dmz","10.28.3.0/24","any","any","dmz2","10.103.140.0/24","any","ldap","application-default","Allow","strict","","any"
"135","STD_IOT_TO_MGMT_768","Shared","standard","universal","iot","10.127.98.0/24","any","any","mgmt","10.136.110.0/24","any","web-browsing","application-default","Allow","strict","","any"
"136","LEGACY_PORT_RULE_221","Shared","legacy-port","universal","outside","any","any","any","inside","10.46.145.0/24","any","any","tcp-27017","Allow","none","","any"
"137","STD_VOIP_TO_DMZ2_3224","Shared","none","universal","voip","10.155.55.0/24","any","any","dmz2","10.103.170.0/24","any","ntp","application-default","Allow","strict","","any"
"138","LEGACY_PORT_RULE_95","Shared","legacy-port","universal","inside","any","any","any","dmz","10.28.221.0/24","any","any","tcp-6379","Allow","none","","any"
"139","STD_POS_TO_INSIDE_2029","Shared","none","universal","pos","10.22.45.0/24","any","any","inside","10.46.182.0/24","any","ssl","application-default","Allow","none","","any"
"140","STD_DMZ_TO_INSIDE_4382","Shared","app-team","universal","dmz","10.28.241.0/24","any","any","inside","10.46.125.0/24","any","web-browsing","application-default","Allow","strict","","any"
"141","STD_INSIDE_TO_IOT_13577","Shared","none","universal","inside","10.46.117.0/24","any","any","iot","10.127.33.0/24","any","ssl","application-default","Allow","strict","","any"
"142","STD_MGMT_TO_IOT_8624","Shared","app-team","universal","mgmt","10.136.190.0/24","any","any","iot","10.127.147.0/24","any","sip","application-default","Allow","strict","","any"
"143","STD_MGMT_TO_OUTSIDE_2443","Shared","standard","universal","mgmt","10.136.222.0/24","any","any","outside","141.34.66.80/32","any","snmp-base","application-default","Allow","strict","","any"
"144","STD_VOIP_TO_OUTSIDE_6389","Shared","standard","universal","voip","10.155.18.0/24","any","any","outside","185.222.63.186/32","any","voip-generic","application-default","Allow","strict","","any"
"145","STD_INSIDE_TO_DMZ_13713","Shared","app-team","universal","inside","10.46.41.0/24","any","any","dmz","10.28.164.0/24","any","snmp-base","application-default","Allow","strict","","any"
"146","STD_IOT_TO_POS_3144","Shared","standard","universal","iot","10.127.161.0/24","any","any","pos","10.22.80.0/24","any","ssl","application-default","Allow","strict","","any"
"147","STD_VOIP_TO_MGMT_1973","Shared","app-team","universal","voip","10.155.100.0/24","any","any","mgmt","10.136.210.0/24","any","ping","application-default","Allow","strict","","any"
"148","STD_MGMT_TO_OUTSIDE_8544","Shared","standard","universal","mgmt","10.136.235.0/24","any","any","outside","60.68.122.192/32","any","voip-generic","application-default","Allow","strict","","any"
"149","STD_DMZ_TO_DMZ2_554","Shared","app-team","universal","dmz","10.28.251.0/24","any","any","dmz2","10.103.76.0/24","any","dns","application-default","Allow","none","","any"
"150","STD_INSIDE_TO_VOIP_7149","Shared","standard","universal","inside","10.46.146.0/24","any","any","voip","10.155.102.0/24","any","mqtt","application-default","Allow","strict","","any"
"151","STD_IOT_TO_POS_17304","Shared","standard","universal","iot","10.127.204.0/24","any","any","pos","10.22.214.0/24","any","ldap","application-default","Allow","strict","","any"
"152","STD_MGMT_TO_OUTSIDE_12696","Shared","app-team","universal","mgmt","10.136.95.0/24","any","any","outside","77.60.76.104/32","any","ping","application-default","Allow","strict","","any"
"153","STD_DMZ_TO_MGMT_1755","Shared","none","universal","dmz","10.28.23.0/24","any","any","mgmt","10.136.234.0/24","any","mqtt","application-default","Allow","none","","any"
"154","STD_OUTSIDE_TO_INSIDE_3098","Shared","app-team","universal","outside","any","any","any","inside","10.46.117.0/24","any","ldap","application-default","Allow","none","","any"
"155","STD_OUTSIDE_TO_VOIP_6231","Shared","app-team","universal","outside","any","any","any","voip","10.155.59.0/24","any","sip","application-default","Allow","none","","any"
"156","[Disabled] OLD_DISABLED_RULE_46","Shared","none","universal","outside","any","any","any","dmz","10.28.224.0/24","any","any","any","Allow","none","","any"
"157","ALLOW_OUTSIDE_TO_VOIP_RISKY_145","Shared","remote-access","universal","outside","any","any","any","voip","10.155.100.0/24","any","anydesk","application-default","Allow","none","","any"
"158","STD_IOT_TO_OUTSIDE_15762","Shared","none","universal","iot","10.127.230.0/24","any","any","outside","118.196.237.185/32","any","smtp","application-default","Allow","strict","","any"
"159","STD_IOT_TO_MGMT_11873","Shared","none","universal","iot","10.127.203.0/24","any","any","mgmt","10.136.30.0/24","any","mqtt","application-default","Allow","strict","","any"
"160","STD_DMZ_TO_VOIP_16699","Shared","none","universal","dmz","10.28.155.0/24","any","any","voip","10.155.36.0/24","any","sip","application-default","Allow","strict","","any"
"161","STD_INSIDE_TO_OUTSIDE_8037","Shared","standard","universal","inside","10.46.198.0/24","any","any","outside","203.17.146.129/32","any","snmp-base","application-default","Allow","none","","any"
"162","STD_POS_TO_VOIP_5373","Shared","app-team","universal","pos","10.22.189.0/24","any","any","voip","10.155.34.0/24","any","ping","application-default","Allow","strict","","any"
"163","STD_MGMT_TO_DMZ_17279","Shared","none","universal","mgmt","10.136.17.0/24","any","any","dmz","10.28.117.0/24","any","ssl","application-default","Allow","strict","","any"
"164","STD_INSIDE_TO_POS_16346","Shared","standard","universal","inside","10.46.147.0/24","any","any","pos","10.22.80.0/24","any","kerberos","application-default","Allow","strict","","any"
